batch_idx,sample_in_batch,video_path,gap_start_frame,gap_end_frame,pesq,stoi
0,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/brbd3a.mpg,92,96,3.8819735050201416,0.9936700426853134
0,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh8n.mpg,42,46,3.609811544418335,0.9918432560653986
0,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srak9a.mpg,240,244,4.35816764831543,0.9534151738847527
0,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srbl3a.mpg,150,154,3.7153258323669434,0.9852710760391359
0,4,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgil5s.mpg,171,175,4.409799098968506,0.9942440855806813
0,5,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgas2n.mpg,291,295,4.393129348754883,0.9916318090752491
0,6,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/swwf9a.mpg,162,166,4.0684309005737305,0.9923225791601167
0,7,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgak2n.mpg,202,206,4.335582733154297,0.9119464871067794
0,8,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix5s.mpg,189,193,4.3253655433654785,0.9828098721127648
0,9,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgij8n.mpg,234,238,4.4457011222839355,0.9462562645549509
0,10,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh9s.mpg,108,112,3.947127103805542,0.9937994404179415
0,11,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix7a.mpg,96,100,4.208828449249268,0.999785209351597
0,12,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lbaa5s.mpg,276,280,4.415282726287842,0.9608059226993164
0,13,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbio4n.mpg,127,131,3.7879796028137207,0.9822292665114418
0,14,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lgbxzp.mpg,56,60,4.219944000244141,0.9966117081577046
0,15,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pgbbzn.mpg,212,216,4.3947038650512695,0.9437270149538253
1,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrwi2n.mpg,40,44,4.428020477294922,0.9999037811972885
1,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lwwv9a.mpg,205,209,4.371764659881592,0.9562453804952635
1,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbwx1s.mpg,199,203,4.416161060333252,0.968511043649103
1,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pwwa8n.mpg,209,213,4.326331615447998,0.8801295380969899
