mask_type,loss_rate,gap_ms,mode,cer,estoi,mse,pesq,plcmos,psnr,stoi,wer
video_only,,,video,0.33907763280447967,0.2940614768745265,0.2852163172364235,1.229830614179373,2.6440451394001645,16.194356126520717,0.5567434601113124,0.5417539682539682
