dataset,batch_idx,sample_in_batch,video_path,gap_ms,method,retention_fraction,retention_percent,gap_start_mel,gap_end_mel,gap_start_sec,gap_end_sec,kept_frames_in_reduced_region,reduced_region_frames,effective_total_unique_frames,local_start_video_frame,local_end_video_frame,pesq,stoi
grid,0,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/brbd3a.mpg,160,uniform,0.25,25.0,278,294,2.78,2.94,19,75,19,-1,-1,4.117559432983398,0.9247176027050472
grid,0,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/brbd3a.mpg,160,uniform,0.5,50.0,278,294,2.78,2.94,38,75,38,-1,-1,4.048335075378418,0.9245785227016653
grid,0,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/brbd3a.mpg,160,uniform,0.75,75.0,278,294,2.78,2.94,56,75,56,-1,-1,4.106184005737305,0.9245508020526644
grid,0,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/brbd3a.mpg,160,local,0.25,25.0,278,294,2.78,2.94,4,14,65,61,74,4.094257831573486,0.9246231974282177
grid,0,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/brbd3a.mpg,160,local,0.5,50.0,278,294,2.78,2.94,7,14,68,61,74,4.373342990875244,0.943562134983132
grid,0,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/brbd3a.mpg,160,local,0.75,75.0,278,294,2.78,2.94,10,14,71,61,74,4.105116367340088,0.9245299735875532
grid,0,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/brbd3a.mpg,160,full,1.0,100.0,278,294,2.78,2.94,75,75,75,-1,-1,4.4006500244140625,0.9456198282132227
grid,0,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh8n.mpg,160,uniform,0.25,25.0,213,229,2.13,2.29,19,75,19,-1,-1,4.21915340423584,0.9155586018159392
grid,0,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh8n.mpg,160,uniform,0.5,50.0,213,229,2.13,2.29,38,75,38,-1,-1,4.205193519592285,0.918099640642512
grid,0,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh8n.mpg,160,uniform,0.75,75.0,213,229,2.13,2.29,56,75,56,-1,-1,4.280967712402344,0.9316917185208486
grid,0,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh8n.mpg,160,local,0.25,25.0,213,229,2.13,2.29,5,21,59,45,65,4.297710418701172,0.9306103675318
grid,0,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh8n.mpg,160,local,0.5,50.0,213,229,2.13,2.29,10,21,64,45,65,4.405938625335693,0.976410991127325
grid,0,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh8n.mpg,160,local,0.75,75.0,213,229,2.13,2.29,16,21,70,45,65,4.308059215545654,0.9249733378134107
grid,0,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh8n.mpg,160,full,1.0,100.0,213,229,2.13,2.29,75,75,75,-1,-1,4.412567138671875,0.9422913013101218
grid,0,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srak9a.mpg,160,uniform,0.25,25.0,221,237,2.21,2.37,19,75,19,-1,-1,3.8442280292510986,0.8563632771980619
grid,0,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srak9a.mpg,160,uniform,0.5,50.0,221,237,2.21,2.37,38,75,38,-1,-1,3.880544424057007,0.8541098663440357
grid,0,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srak9a.mpg,160,uniform,0.75,75.0,221,237,2.21,2.37,56,75,56,-1,-1,4.2705206871032715,0.8868860314085062
grid,0,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srak9a.mpg,160,local,0.25,25.0,221,237,2.21,2.37,5,21,59,47,67,4.3376970291137695,0.9258193644336535
grid,0,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srak9a.mpg,160,local,0.5,50.0,221,237,2.21,2.37,10,21,64,47,67,4.319467544555664,0.9069061023841241
grid,0,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srak9a.mpg,160,local,0.75,75.0,221,237,2.21,2.37,16,21,70,47,67,3.9191489219665527,0.8630754487119703
grid,0,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srak9a.mpg,160,full,1.0,100.0,221,237,2.21,2.37,75,75,75,-1,-1,4.262639045715332,0.8932646608418734
grid,0,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srbl3a.mpg,160,uniform,0.25,25.0,190,206,1.9,2.06,19,75,19,-1,-1,4.337519645690918,0.9783971550392907
grid,0,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srbl3a.mpg,160,uniform,0.5,50.0,190,206,1.9,2.06,38,75,38,-1,-1,4.357107639312744,0.9857085729970401
grid,0,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srbl3a.mpg,160,uniform,0.75,75.0,190,206,1.9,2.06,56,75,56,-1,-1,4.39418363571167,0.9797715972060672
grid,0,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srbl3a.mpg,160,local,0.25,25.0,190,206,1.9,2.06,5,21,59,39,59,4.343551158905029,0.9838078084845406
grid,0,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srbl3a.mpg,160,local,0.5,50.0,190,206,1.9,2.06,10,21,64,39,59,4.302920818328857,0.9785217959346173
grid,0,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srbl3a.mpg,160,local,0.75,75.0,190,206,1.9,2.06,16,21,70,39,59,4.329796314239502,0.9778955396924441
grid,0,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srbl3a.mpg,160,full,1.0,100.0,190,206,1.9,2.06,75,75,75,-1,-1,4.319188117980957,0.9838817646943068
grid,0,4,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgil5s.mpg,160,uniform,0.25,25.0,193,209,1.93,2.09,19,75,19,-1,-1,4.473376750946045,0.9686366856802253
grid,0,4,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgil5s.mpg,160,uniform,0.5,50.0,193,209,1.93,2.09,38,75,38,-1,-1,4.473904132843018,0.9498646507997788
grid,0,4,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgil5s.mpg,160,uniform,0.75,75.0,193,209,1.93,2.09,56,75,56,-1,-1,4.486057758331299,0.9707743300603138
grid,0,4,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgil5s.mpg,160,local,0.25,25.0,193,209,1.93,2.09,5,21,59,40,60,4.4746832847595215,0.9638147908646408
grid,0,4,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgil5s.mpg,160,local,0.5,50.0,193,209,1.93,2.09,10,21,64,40,60,4.488332271575928,0.9664370365370882
grid,0,4,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgil5s.mpg,160,local,0.75,75.0,193,209,1.93,2.09,16,21,70,40,60,4.46381139755249,0.9626587684273984
grid,0,4,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgil5s.mpg,160,full,1.0,100.0,193,209,1.93,2.09,75,75,75,-1,-1,4.481112480163574,0.9634635388729104
grid,0,5,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgas2n.mpg,160,uniform,0.25,25.0,33,49,0.33,0.49,19,75,19,-1,-1,2.022475481033325,0.9664341092080784
grid,0,5,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgas2n.mpg,160,uniform,0.5,50.0,33,49,0.33,0.49,38,75,38,-1,-1,1.914113163948059,0.9608122529934432
grid,0,5,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgas2n.mpg,160,uniform,0.75,75.0,33,49,0.33,0.49,56,75,56,-1,-1,1.9279409646987915,0.9635484914528741
grid,0,5,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgas2n.mpg,160,local,0.25,25.0,33,49,0.33,0.49,5,21,59,0,20,1.8854026794433594,0.961375290347864
grid,0,5,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgas2n.mpg,160,local,0.5,50.0,33,49,0.33,0.49,10,21,64,0,20,1.830691933631897,0.9602622667045674
grid,0,5,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgas2n.mpg,160,local,0.75,75.0,33,49,0.33,0.49,16,21,70,0,20,1.9273185729980469,0.965830818727759
grid,0,5,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgas2n.mpg,160,full,1.0,100.0,33,49,0.33,0.49,75,75,75,-1,-1,1.952087163925171,0.9666749857646127
grid,0,6,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/swwf9a.mpg,160,uniform,0.25,25.0,251,267,2.51,2.67,19,75,19,-1,-1,4.31658935546875,0.9037032948530591
grid,0,6,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/swwf9a.mpg,160,uniform,0.5,50.0,251,267,2.51,2.67,38,75,38,-1,-1,4.277828693389893,0.8914918122705364
grid,0,6,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/swwf9a.mpg,160,uniform,0.75,75.0,251,267,2.51,2.67,56,75,56,-1,-1,4.334410190582275,0.9158623349418764
grid,0,6,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/swwf9a.mpg,160,local,0.25,25.0,251,267,2.51,2.67,5,21,59,54,74,4.348860263824463,0.9144133210299432
grid,0,6,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/swwf9a.mpg,160,local,0.5,50.0,251,267,2.51,2.67,10,21,64,54,74,4.298018932342529,0.8910054071151082
grid,0,6,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/swwf9a.mpg,160,local,0.75,75.0,251,267,2.51,2.67,16,21,70,54,74,4.3624138832092285,0.9368257626361958
grid,0,6,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/swwf9a.mpg,160,full,1.0,100.0,251,267,2.51,2.67,75,75,75,-1,-1,4.316682815551758,0.8971004901356051
grid,0,7,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgak2n.mpg,160,uniform,0.25,25.0,147,163,1.47,1.63,19,75,19,-1,-1,3.579960584640503,0.9742669535682569
grid,0,7,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgak2n.mpg,160,uniform,0.5,50.0,147,163,1.47,1.63,38,75,38,-1,-1,3.8651115894317627,0.9779683173306872
grid,0,7,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgak2n.mpg,160,uniform,0.75,75.0,147,163,1.47,1.63,56,75,56,-1,-1,3.696399688720703,0.9725436391337057
grid,0,7,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgak2n.mpg,160,local,0.25,25.0,147,163,1.47,1.63,5,21,59,28,48,3.526094913482666,0.9657789749171127
grid,0,7,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgak2n.mpg,160,local,0.5,50.0,147,163,1.47,1.63,10,21,64,28,48,3.6220273971557617,0.9739963293587637
grid,0,7,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgak2n.mpg,160,local,0.75,75.0,147,163,1.47,1.63,16,21,70,28,48,3.5946316719055176,0.976974683017922
grid,0,7,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgak2n.mpg,160,full,1.0,100.0,147,163,1.47,1.63,75,75,75,-1,-1,3.574655294418335,0.9710281595492424
grid,0,8,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix5s.mpg,160,uniform,0.25,25.0,223,239,2.23,2.39,19,75,19,-1,-1,4.497898101806641,0.8985010250499886
grid,0,8,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix5s.mpg,160,uniform,0.5,50.0,223,239,2.23,2.39,38,75,38,-1,-1,4.058444976806641,0.8149664220617131
grid,0,8,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix5s.mpg,160,uniform,0.75,75.0,223,239,2.23,2.39,56,75,56,-1,-1,4.2016921043396,0.8482587360192414
grid,0,8,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix5s.mpg,160,local,0.25,25.0,223,239,2.23,2.39,5,21,59,47,67,4.031890869140625,0.8146610723536807
grid,0,8,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix5s.mpg,160,local,0.5,50.0,223,239,2.23,2.39,10,21,64,47,67,4.215793132781982,0.8362943674339416
grid,0,8,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix5s.mpg,160,local,0.75,75.0,223,239,2.23,2.39,16,21,70,47,67,4.238777160644531,0.8571858875447591
grid,0,8,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix5s.mpg,160,full,1.0,100.0,223,239,2.23,2.39,75,75,75,-1,-1,4.2499613761901855,0.8370816135719555
grid,0,9,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgij8n.mpg,160,uniform,0.25,25.0,230,246,2.3,2.46,19,75,19,-1,-1,4.223138332366943,0.8473214989356358
grid,0,9,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgij8n.mpg,160,uniform,0.5,50.0,230,246,2.3,2.46,38,75,38,-1,-1,4.309206962585449,0.9129927530910354
grid,0,9,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgij8n.mpg,160,uniform,0.75,75.0,230,246,2.3,2.46,56,75,56,-1,-1,4.242047309875488,0.8493165103669859
grid,0,9,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgij8n.mpg,160,local,0.25,25.0,230,246,2.3,2.46,5,21,59,49,69,4.2262864112854,0.8470378146114181
grid,0,9,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgij8n.mpg,160,local,0.5,50.0,230,246,2.3,2.46,10,21,64,49,69,4.251527309417725,0.8462933634511661
grid,0,9,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgij8n.mpg,160,local,0.75,75.0,230,246,2.3,2.46,16,21,70,49,69,4.33022403717041,0.8823630973083295
grid,0,9,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgij8n.mpg,160,full,1.0,100.0,230,246,2.3,2.46,75,75,75,-1,-1,4.22978401184082,0.8465053822877057
grid,0,10,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh9s.mpg,160,uniform,0.25,25.0,133,149,1.33,1.49,19,75,19,-1,-1,3.5265660285949707,0.9748030464032728
grid,0,10,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh9s.mpg,160,uniform,0.5,50.0,133,149,1.33,1.49,38,75,38,-1,-1,3.212144136428833,0.9686843522574318
grid,0,10,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh9s.mpg,160,uniform,0.75,75.0,133,149,1.33,1.49,56,75,56,-1,-1,3.2422735691070557,0.9687958281084397
grid,0,10,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh9s.mpg,160,local,0.25,25.0,133,149,1.33,1.49,5,21,59,25,45,3.3547122478485107,0.9759684590997434
grid,0,10,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh9s.mpg,160,local,0.5,50.0,133,149,1.33,1.49,10,21,64,25,45,3.282008409500122,0.9720852296216015
grid,0,10,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh9s.mpg,160,local,0.75,75.0,133,149,1.33,1.49,16,21,70,25,45,3.3358559608459473,0.9694726282131353
grid,0,10,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh9s.mpg,160,full,1.0,100.0,133,149,1.33,1.49,75,75,75,-1,-1,3.197890520095825,0.9723500970087638
grid,0,11,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix7a.mpg,160,uniform,0.25,25.0,254,270,2.54,2.7,19,75,19,-1,-1,4.287014007568359,0.9275720890674666
grid,0,11,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix7a.mpg,160,uniform,0.5,50.0,254,270,2.54,2.7,38,75,38,-1,-1,4.273212909698486,0.9270210600436347
grid,0,11,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix7a.mpg,160,uniform,0.75,75.0,254,270,2.54,2.7,56,75,56,-1,-1,4.311253547668457,0.9533292202513594
grid,0,11,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix7a.mpg,160,local,0.25,25.0,254,270,2.54,2.7,5,20,60,55,74,4.280445098876953,0.9536906956830183
grid,0,11,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix7a.mpg,160,local,0.5,50.0,254,270,2.54,2.7,10,20,65,55,74,4.24898624420166,0.9238440473727662
grid,0,11,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix7a.mpg,160,local,0.75,75.0,254,270,2.54,2.7,15,20,70,55,74,4.301183700561523,0.9541587536114743
grid,0,11,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix7a.mpg,160,full,1.0,100.0,254,270,2.54,2.7,75,75,75,-1,-1,4.343015193939209,0.955557473847492
grid,0,12,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lbaa5s.mpg,160,uniform,0.25,25.0,101,117,1.01,1.17,19,75,19,-1,-1,3.8049631118774414,0.9767432277448569
grid,0,12,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lbaa5s.mpg,160,uniform,0.5,50.0,101,117,1.01,1.17,38,75,38,-1,-1,3.90681529045105,0.9816001421420437
grid,0,12,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lbaa5s.mpg,160,uniform,0.75,75.0,101,117,1.01,1.17,56,75,56,-1,-1,3.6240732669830322,0.9665042702971499
grid,0,12,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lbaa5s.mpg,160,local,0.25,25.0,101,117,1.01,1.17,5,21,59,17,37,3.5863823890686035,0.9652206055715363
grid,0,12,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lbaa5s.mpg,160,local,0.5,50.0,101,117,1.01,1.17,10,21,64,17,37,3.810391426086426,0.9794961778191392
grid,0,12,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lbaa5s.mpg,160,local,0.75,75.0,101,117,1.01,1.17,16,21,70,17,37,3.71549654006958,0.9740277554747251
grid,0,12,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lbaa5s.mpg,160,full,1.0,100.0,101,117,1.01,1.17,75,75,75,-1,-1,3.72128963470459,0.9765363684061015
grid,0,13,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbio4n.mpg,160,uniform,0.25,25.0,14,30,0.14,0.3,19,75,19,-1,-1,4.233767509460449,0.9999486665478147
grid,0,13,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbio4n.mpg,160,uniform,0.5,50.0,14,30,0.14,0.3,38,75,38,-1,-1,4.245633125305176,0.9999579071903762
grid,0,13,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbio4n.mpg,160,uniform,0.75,75.0,14,30,0.14,0.3,56,75,56,-1,-1,4.261458396911621,0.9999568796242001
grid,0,13,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbio4n.mpg,160,local,0.25,25.0,14,30,0.14,0.3,4,16,63,0,15,4.2403717041015625,0.9999561264248795
grid,0,13,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbio4n.mpg,160,local,0.5,50.0,14,30,0.14,0.3,8,16,67,0,15,4.2461466789245605,0.9999549677995507
grid,0,13,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbio4n.mpg,160,local,0.75,75.0,14,30,0.14,0.3,12,16,71,0,15,4.2256951332092285,0.9999552702657625
grid,0,13,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbio4n.mpg,160,full,1.0,100.0,14,30,0.14,0.3,75,75,75,-1,-1,4.2207255363464355,0.9999594504374194
grid,0,14,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lgbxzp.mpg,160,uniform,0.25,25.0,190,206,1.9,2.06,19,75,19,-1,-1,4.2967753410339355,0.9863043258699209
grid,0,14,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lgbxzp.mpg,160,uniform,0.5,50.0,190,206,1.9,2.06,38,75,38,-1,-1,4.311517715454102,0.9871216564682167
grid,0,14,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lgbxzp.mpg,160,uniform,0.75,75.0,190,206,1.9,2.06,56,75,56,-1,-1,4.2944464683532715,0.9857451278223108
grid,0,14,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lgbxzp.mpg,160,local,0.25,25.0,190,206,1.9,2.06,5,21,59,39,59,4.270297050476074,0.9898808592667688
grid,0,14,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lgbxzp.mpg,160,local,0.5,50.0,190,206,1.9,2.06,10,21,64,39,59,4.304187774658203,0.9876593904542418
grid,0,14,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lgbxzp.mpg,160,local,0.75,75.0,190,206,1.9,2.06,16,21,70,39,59,4.292082786560059,0.9875560255483243
grid,0,14,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lgbxzp.mpg,160,full,1.0,100.0,190,206,1.9,2.06,75,75,75,-1,-1,4.2825188636779785,0.9877011648789102
grid,0,15,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pgbbzn.mpg,160,uniform,0.25,25.0,193,209,1.93,2.09,19,75,19,-1,-1,4.3743815422058105,0.9785742014031874
grid,0,15,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pgbbzn.mpg,160,uniform,0.5,50.0,193,209,1.93,2.09,38,75,38,-1,-1,4.312939643859863,0.9681045032394346
grid,0,15,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pgbbzn.mpg,160,uniform,0.75,75.0,193,209,1.93,2.09,56,75,56,-1,-1,4.310299396514893,0.9660499236948797
grid,0,15,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pgbbzn.mpg,160,local,0.25,25.0,193,209,1.93,2.09,5,21,59,40,60,4.334324359893799,0.9810317404580533
grid,0,15,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pgbbzn.mpg,160,local,0.5,50.0,193,209,1.93,2.09,10,21,64,40,60,4.357046604156494,0.9803313266220642
grid,0,15,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pgbbzn.mpg,160,local,0.75,75.0,193,209,1.93,2.09,16,21,70,40,60,4.337083339691162,0.9773327926759969
grid,0,15,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pgbbzn.mpg,160,full,1.0,100.0,193,209,1.93,2.09,75,75,75,-1,-1,4.322700500488281,0.9804211047690986
grid,1,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrwi2n.mpg,160,uniform,0.25,25.0,208,224,2.08,2.24,19,75,19,-1,-1,4.3232598304748535,0.9832174569660596
grid,1,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrwi2n.mpg,160,uniform,0.5,50.0,208,224,2.08,2.24,38,75,38,-1,-1,4.3140716552734375,0.9708816553553499
grid,1,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrwi2n.mpg,160,uniform,0.75,75.0,208,224,2.08,2.24,56,75,56,-1,-1,4.3623127937316895,0.9709041435795247
grid,1,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrwi2n.mpg,160,local,0.25,25.0,208,224,2.08,2.24,5,20,60,44,63,4.424169540405273,0.9720314577458733
grid,1,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrwi2n.mpg,160,local,0.5,50.0,208,224,2.08,2.24,10,20,65,44,63,4.418478012084961,0.9869830404948438
grid,1,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrwi2n.mpg,160,local,0.75,75.0,208,224,2.08,2.24,15,20,70,44,63,4.295276165008545,0.9819382406791306
grid,1,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrwi2n.mpg,160,full,1.0,100.0,208,224,2.08,2.24,75,75,75,-1,-1,4.376147270202637,0.9714946698088364
grid,1,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lwwv9a.mpg,160,uniform,0.25,25.0,284,300,2.84,3.0,19,75,19,-1,-1,4.410546779632568,0.9876155627244639
grid,1,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lwwv9a.mpg,160,uniform,0.5,50.0,284,300,2.84,3.0,38,75,38,-1,-1,4.370209217071533,0.9867539927069239
grid,1,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lwwv9a.mpg,160,uniform,0.75,75.0,284,300,2.84,3.0,56,75,56,-1,-1,4.384329319000244,0.9867406899857221
grid,1,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lwwv9a.mpg,160,local,0.25,25.0,284,300,2.84,3.0,3,12,66,63,74,4.380836486816406,0.98575080238095
grid,1,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lwwv9a.mpg,160,local,0.5,50.0,284,300,2.84,3.0,6,12,69,63,74,4.3533406257629395,0.9867464872201146
grid,1,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lwwv9a.mpg,160,local,0.75,75.0,284,300,2.84,3.0,9,12,72,63,74,4.3541646003723145,0.9876641704023452
grid,1,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lwwv9a.mpg,160,full,1.0,100.0,284,300,2.84,3.0,75,75,75,-1,-1,4.371241569519043,0.9861272229722646
grid,1,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbwx1s.mpg,160,uniform,0.25,25.0,265,281,2.65,2.81,19,75,19,-1,-1,4.309061527252197,0.9582507435123336
grid,1,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbwx1s.mpg,160,uniform,0.5,50.0,265,281,2.65,2.81,38,75,38,-1,-1,4.304652690887451,0.938488265387895
grid,1,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbwx1s.mpg,160,uniform,0.75,75.0,265,281,2.65,2.81,56,75,56,-1,-1,4.322763442993164,0.9399467436098269
grid,1,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbwx1s.mpg,160,local,0.25,25.0,265,281,2.65,2.81,4,17,62,58,74,4.314086437225342,0.9422602012344297
grid,1,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbwx1s.mpg,160,local,0.5,50.0,265,281,2.65,2.81,8,17,66,58,74,4.260470867156982,0.9557385356953148
grid,1,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbwx1s.mpg,160,local,0.75,75.0,265,281,2.65,2.81,13,17,71,58,74,4.327305793762207,0.9535521321780416
grid,1,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbwx1s.mpg,160,full,1.0,100.0,265,281,2.65,2.81,75,75,75,-1,-1,4.310991287231445,0.9586583712765887
grid,1,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pwwa8n.mpg,160,uniform,0.25,25.0,84,100,0.84,1.0,19,75,19,-1,-1,3.7708027362823486,0.9196572053019189
grid,1,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pwwa8n.mpg,160,uniform,0.5,50.0,84,100,0.84,1.0,38,75,38,-1,-1,3.7670819759368896,0.9427174039566704
grid,1,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pwwa8n.mpg,160,uniform,0.75,75.0,84,100,0.84,1.0,56,75,56,-1,-1,3.92974591255188,0.952144035320844
