source,mask_type,loss_rate,gap_ms,output,summary,cer,cer_vsr,estoi,mse,pesq,plcmos,psnr,stoi,wer,wer_vsr
evaluate,single_gap,,20,masked_input,condition,0.3003581253655688,,0.9902993672998753,0.006313401348888874,4.147295276224614,4.111956106535594,32.674753980058114,0.9862170569654602,0.5078998015873016,
evaluate,single_gap,,20,reconstructed,condition,0.29593233028451416,0.13850502169997267,0.9903210571533508,0.010153738632798195,4.176001930266619,4.1052385809302345,29.999539862817237,0.985408956193042,0.5036914682539683,0.14571677464520344
evaluate,single_gap,,40,masked_input,condition,0.29897721188554716,,0.9833956765490374,0.01251258261501789,3.777277881652117,4.028050541655222,29.65685839802999,0.9783487318515475,0.507655753968254,
evaluate,single_gap,,40,reconstructed,condition,0.295329899909738,0.13826800295392155,0.986736115641586,0.010626508817076684,4.117812518656254,4.093153168022631,29.81280576568159,0.9827288650484923,0.5028030753968254,0.14541541950991457
evaluate,single_gap,,80,masked_input,condition,0.30906755092509736,,0.9679197784534851,0.025647906363010408,3.569694505870342,3.9974873339931163,26.487510721348524,0.9630589531573605,0.5199578373015872,
evaluate,single_gap,,80,reconstructed,condition,0.2957493482629348,0.13794501051025332,0.9783327084565705,0.01206199437379837,3.9895695967674256,4.049482790521782,29.3122379711877,0.9784545964068134,0.504375992063492,0.14523925715495375
evaluate,single_gap,,160,masked_input,condition,0.3376942552032675,,0.9358148839382386,0.05125719651579857,3.29038874822855,3.835704933329423,23.373018417464994,0.9326960302145177,0.5479037698412698,
evaluate,single_gap,,160,reconstructed,condition,0.29965439160203083,0.14001187875845494,0.9590077770833637,0.01625494159758091,3.7660882758796217,3.989493792382876,28.215558787446422,0.968139210704773,0.5064161706349206,0.14812308902543592
evaluate,single_gap,,320,masked_input,condition,0.3922096938280483,,0.8714937564295674,0.10369429767131805,2.8222583679258824,3.8647160534421605,20.182694974246843,0.8648998544613481,0.6015808531746033,
evaluate,single_gap,,320,reconstructed,condition,0.3112430449457464,0.14623887826718557,0.91477505707717,0.02789383240044117,3.3303098396360875,3.834106349567572,26.28578504569323,0.9427277830573945,0.5200322420634921,0.1558757602753153
evaluate,single_gap,,500,masked_input,condition,0.4472687408376907,,0.7967548414230526,0.16564131855964662,2.404992395401001,3.8852057972828544,18.068891786817407,0.7857567261468228,0.6485039682539683,
evaluate,single_gap,,500,reconstructed,condition,0.32042753535849483,0.15419860139773614,0.862898952061325,0.043492616638541225,2.8866773060560225,3.6648758192241195,24.548906396832688,0.9120905956903028,0.5295828373015873,0.16568218921185715
evaluate,single_gap,,750,masked_input,condition,0.5314698296934481,,0.6901274299633473,0.25575958490371703,1.9742145510017872,3.847234080942472,16.118383197918533,0.6758908259213144,0.708844742063492,
evaluate,single_gap,,750,reconstructed,condition,0.33972044955118263,0.164922772595657,0.7896079172813978,0.06733704149723053,2.3798567451238632,3.4268262437244257,22.69297061885438,0.868910345431804,0.5476899801587302,0.17878715416600754
evaluate,single_gap,,1000,masked_input,condition,0.6156050454459101,,0.5813162504114708,0.3481417584419251,1.6473115219175816,3.7478413371841115,14.738256785333796,0.5609498292858656,0.7718665674603175,
evaluate,single_gap,,1000,reconstructed,condition,0.35935398291819665,0.18116970188930906,0.7147298189527352,0.094568432867527,1.9722308142781257,3.1953754454731937,21.103369059934476,0.8230834802917776,0.5721547619047618,0.19846357933708653
evaluate,single_gap,,1250,masked_input,condition,0.6914386457630362,,0.47584184110357297,0.4347077167034149,1.4448034454882146,3.661297789043188,13.734047131796208,0.4494432190070862,0.8224489087301586,
evaluate,single_gap,,1250,reconstructed,condition,0.37152023549694596,0.19387139710738205,0.6386404379191173,0.1202233773469925,1.6877407587468625,3.0051617419242858,19.921413128114427,0.7761302195168489,0.581550099206349,0.2136641641143477
evaluate,single_gap,,1500,masked_input,condition,0.7701298799589389,,0.3732185709800382,0.5190058588981629,1.3245280553400516,3.571420886065562,12.937551830588161,0.34166759411941405,0.8830863095238095,
evaluate,single_gap,,1500,reconstructed,condition,0.3767591591724849,0.20273352741975273,0.5620963647913236,0.1462042173743248,1.4939547499120236,2.8466061993261182,18.988696022598017,0.7290698115696679,0.5878224206349207,0.22499340883160937
evaluate,single_gap,,,masked_input,mean_over_gap_durations,0.46942189789065536,,0.7666182396551686,0.19226816220209003,2.640276474905014,3.8550914859473706,20.79719672236026,0.7538928821130737,0.6519748511904762,
evaluate,single_gap,,,reconstructed,mean_over_gap_durations,0.32656903775022694,0.1597864792599625,0.839714620641794,0.054881670154631135,2.9800242535322905,3.621032013109724,25.088128265916016,0.8966743863910918,0.5356119047619048,0.17219607962717315
