source,mask_type,loss_rate,gap_ms,output,summary,cer,estoi,mse,pesq,plcmos,psnr,stoi,wer
evaluate_fused,single_gap,,160,masked_input,condition,0.33657195907633897,0.9358148839382386,0.05125719711184502,3.29038874822855,3.834710862656435,23.373018417465,0.9326960302145175,0.5479037698412699
evaluate_fused,single_gap,,160,fused,condition,0.29845660149659314,0.9600478759566499,0.006811757329851389,3.80008453887701,4.022994230020046,33.86479663122359,0.9684121299250067,0.5050426587301587
evaluate_fused,single_gap,,500,masked_input,condition,0.4526278928153974,0.7967426615374644,0.1656413209438324,2.404992395401001,3.884897279381752,18.068891786817407,0.7857567261468227,0.6523566468253968
evaluate_fused,single_gap,,500,fused,condition,0.31611309714457875,0.8695910211403682,0.03302256040275097,2.974555469661951,3.809761356210708,26.535673786294566,0.9157480991596013,0.5227286706349207
evaluate_fused,single_gap,,1000,masked_input,condition,0.6254023251005605,0.5813598128322518,0.3481417608261108,1.6473115219175816,3.7481562208970383,14.738256785333796,0.5609498292858657,0.7827296626984126
evaluate_fused,single_gap,,1000,fused,condition,0.33829173654550293,0.7333963769855241,0.08221006155014038,2.083499881476164,3.4844064118266105,21.93776810206788,0.8338030139385115,0.545048115079365
evaluate_synth_gap,single_gap,,160,masked_input,condition,0.33604014328441373,0.9358148839382386,0.05125719687342644,3.29038874822855,3.834897519294421,23.373018417464994,0.9326960302145175,0.5471656746031746
evaluate_synth_gap,single_gap,,160,video,condition,0.30711383296074873,0.9466447824930864,0.28530968713760374,3.630068515777588,3.9488410894155503,16.189000736306063,0.9581939628335081,0.5154593253968254
evaluate_synth_gap,single_gap,,500,masked_input,condition,0.4520860774236467,0.7967414787724415,0.16564131969213486,2.404992395401001,3.885024556008975,18.068891786817403,0.7857567261468228,0.652453373015873
evaluate_synth_gap,single_gap,,500,video,condition,0.32464121405962576,0.8501197967113324,0.28530968713760374,2.824462153792381,3.67328066414396,16.189000736306063,0.8998155903163585,0.5339796626984127
evaluate_synth_gap,single_gap,,1000,masked_input,condition,0.6206963549428703,0.5813681799622517,0.3481417596936226,1.6473115219175816,3.747747143133481,14.738256785333796,0.5609498292858657,0.7773665674603175
evaluate_synth_gap,single_gap,,1000,video,condition,0.3423749974085317,0.7068374176367143,0.28530968713760374,1.9945741898715497,3.270429236537218,16.189000736306063,0.8117198953498063,0.5505629960317461
evaluate_fused,single_gap,,,masked_input,mean_over_gap_durations,0.4715340589974322,0.7713057861026517,0.18834675962726274,2.4475642218490443,3.8225881209784087,18.726722329872068,0.759800861882402,0.6609966931216932
evaluate_fused,single_gap,,,fused,mean_over_gap_durations,0.3176204783955583,0.8543450913608474,0.040681459760914244,2.9527132966717082,3.7723873326857884,27.44607950652868,0.9059877476743732,0.5242731481481481
evaluate_synth_gap,single_gap,,,masked_input,mean_over_gap_durations,0.4696075252169769,0.7713081808909772,0.18834675875306128,2.4475642218490443,3.8225564061456256,18.726722329872064,0.759800861882402,0.658995205026455
evaluate_synth_gap,single_gap,,,video,mean_over_gap_durations,0.3247100148096354,0.8345339989470443,0.28530968713760374,2.816368286480506,3.6308503300322426,16.189000736306063,0.8899098161665576,0.5333339947089947
