dataset,gap_ms,offset_ms,shift_frames,pesq_mean,pesq_std,pesq_ci95,stoi_mean,stoi_std,stoi_ci95,num_pesq,num_stoi,delta_pesq_av_minus_audio_mean,delta_pesq_av_minus_audio_std,delta_pesq_av_minus_audio_ci95,delta_num_pesq,delta_stoi_av_minus_audio_mean,delta_stoi_av_minus_audio_std,delta_stoi_av_minus_audio_ci95,delta_num_stoi
lrs2,160,-320,-8,3.6671554830317907,0.8886714347287059,0.04947114308456993,0.9714875041861277,0.04397378420533231,0.0024479614010054387,1243,1243,-0.025773493110030674,0.25486317881305465,0.014187890252034542,1243,-0.0019970182794812204,0.01897055477207769,0.0010560652597206871,1243
lrs2,160,-160,-4,3.640033578930223,0.913724546325341,0.050865816098774774,0.9709644000817427,0.04253752304326111,0.0023680066745689725,1243,1243,-0.05289539721159808,0.2842595926109842,0.01582434905597321,1243,-0.002520122383866452,0.015030978505942576,0.0008367543495933195,1243
lrs2,160,-80,-2,3.674793936030479,0.8817021450455521,0.04908317210492617,0.9734614586426938,0.04001801546353542,0.0022277490775445804,1243,1243,-0.018135040111342267,0.2659724808018096,0.014806330146440706,1243,-2.306382291530051e-05,0.012658277508265686,0.0007046692774667362,1243
lrs2,160,-40,-1,3.766910079114397,0.8074037277593916,0.0449470791814006,0.9790886879373379,0.031366422526267354,0.0017461265392442412,1243,1243,0.07398110297257537,0.2918672849975212,0.016247859055158298,1243,0.00560416547172891,0.01533976243207218,0.000853943935299353,1243
lrs2,160,0,0,3.835108902218451,0.7579937913901286,0.04219649450364561,0.9816863722729191,0.028031781866856505,0.0015604915804164035,1243,1243,0.14217992607662971,0.30232513930632826,0.016830033733729485,1243,0.008201849807310006,0.01711152888159607,0.0009525757896737372,1243
lrs2,160,40,1,3.7776355220728695,0.8035824097558023,0.0447343515496354,0.9792106969185046,0.03193443112534791,0.0017777468137126769,1243,1243,0.0847065459310481,0.2742953422896225,0.015269652647250408,1243,0.005726174452895494,0.014582028855992775,0.0008117619266319418,1243
lrs2,160,80,2,3.680860296143511,0.8837932204884305,0.04919957946133777,0.9723401908982339,0.0421513174011439,0.00234650712610303,1243,1243,-0.012068679998310362,0.2586971400392586,0.014401321714991524,1243,-0.0011443315673752867,0.013990222184900026,0.0007788168455143403,1243
lrs2,160,160,4,3.6357798665546164,0.9090129434602261,0.05060352750662606,0.9713032962321506,0.042804049785479914,0.0023828438597027516,1243,1243,-0.0571491095872052,0.26823397940995275,0.014932224731162175,1243,-0.0021812262334585716,0.01697081748584116,0.0009447425755959766,1243
lrs2,160,320,8,3.631049078985845,0.904409719161814,0.050347272203464855,0.971661955245939,0.043060761988894525,0.0023971346826665353,1243,1243,-0.06187989715597655,0.2979863968516322,0.016588501778953765,1243,-0.0018225672196699907,0.01624425631686793,0.0009042958928904163,1243
lrs2,500,-320,-8,2.8908148186876232,1.387693636291734,0.07725103762280067,0.8635886973324901,0.1654808965879255,0.009212098862346545,1243,1243,-0.06825952230685196,0.19311853532345896,0.010750649024952623,1243,-0.022545285523192654,0.049937673547797864,0.0027799630964258893,1243
