dataset,gap_ms,offset_ms,shift_frames,pesq_mean,pesq_std,pesq_ci95,stoi_mean,stoi_std,stoi_ci95,num_pesq,num_stoi,delta_pesq_av_minus_audio_mean,delta_pesq_av_minus_audio_std,delta_pesq_av_minus_audio_ci95,delta_num_pesq,delta_stoi_av_minus_audio_mean,delta_stoi_av_minus_audio_std,delta_stoi_av_minus_audio_ci95,delta_num_stoi
grid,500,80,2,2.8731219611465932,0.8088724204245462,0.025077479411722232,0.8964634537223194,0.046783679738421215,0.0014504348718294637,4000,4000,0.03476151782274246,0.32007768364662414,0.009923371497308597,4000,-0.003518501389027172,0.028177221661081248,0.0008735786735248361,4000
grid,500,160,4,2.7437313630878926,0.8749317956758879,0.027125518856493096,0.8784833219728425,0.0519147219189405,0.0016095126217855256,4000,4000,-0.0946290802359581,0.29339842450918113,0.009096234170277382,4000,-0.021498633138504118,0.031983516651093946,0.0009915852736223963,4000
grid,500,320,8,2.695601068288088,0.8834194143820602,0.027388660580681037,0.8769575980022665,0.0526862609157219,0.0016334326527058173,4000,4000,-0.14275937503576278,0.31695348517644906,0.009826511942160422,4000,-0.023024357109080126,0.03403957907595405,0.0010553293967086833,4000
grid,1000,-320,-8,1.8031010632812976,0.7584154971934238,0.023513162936643014,0.7322615053475393,0.07049002735936225,0.0021854029945888613,4000,4000,-0.07229411894083024,0.2286204431216749,0.007087921791762248,4000,-0.04701983162855636,0.05386458391013388,0.0016699642118078275,4000
grid,1000,-160,-4,1.8683206268548966,0.7559494310444723,0.02343670746416465,0.7386359354322583,0.06927150449743437,0.0021476251186085295,4000,4000,-0.007074555367231369,0.21555432255569953,0.006682832730483155,4000,-0.04064540154383744,0.053044298072856634,0.001644532882123907,4000
grid,1000,-80,-2,1.994172901928425,0.7253547930697993,0.022488181609473915,0.7946973414503387,0.06113483146616785,0.0018953637665470942,4000,4000,0.11877771970629693,0.26125048270311324,0.008099551221997634,4000,0.015416004474242836,0.054087805259510555,0.0016768847454444078,4000
grid,1000,-40,-1,2.074019450992346,0.700284041088571,0.021710912845240786,0.8259816972162739,0.06498224156550328,0.002014645058773495,4000,4000,0.19862426877021788,0.29602056512463376,0.009177528420938249,4000,0.04670036024017827,0.06293613411413915,0.0019512095698260244,4000
grid,1000,0,0,2.0904499908685685,0.6892861501924966,0.02136994512826273,0.8315614592660603,0.06788486405255746,0.0021046350915909055,4000,4000,0.2150548086464405,0.3061646712144792,0.009492026239376547,4000,0.05228012228996465,0.06649085037526772,0.0020614164721780397,4000
grid,1000,40,1,2.055606562614441,0.6941523728818706,0.021520812676993812,0.8198308747394722,0.06619315741561384,0.002052187094493464,4000,4000,0.180211380392313,0.2886780451958199,0.008949888205132216,4000,0.0405495377633766,0.06287020876705755,0.001949165685657886,4000
grid,1000,80,2,1.9634093531668186,0.7063783700336692,0.021899855384002027,0.7760610143103698,0.06517547763863205,0.002020635958602847,4000,4000,0.0880141709446907,0.25116027925664464,0.007786724547729156,4000,-0.0032203226657259968,0.055253316863826826,0.001713019112896353,4000
grid,1000,160,4,1.8301140861213208,0.7175605405506257,0.02224653632383449,0.7210387669707669,0.0734559715779608,0.0022773561916569272,4000,4000,-0.04528109610080719,0.2205091208809595,0.006836446390503516,4000,-0.0582425700053289,0.058702276983733814,0.0018199472565873231,4000
grid,1000,320,8,1.7843962308466434,0.6926398419977734,0.021473919667481096,0.7287518531695171,0.07356126994889997,0.0022806207580615143,4000,4000,-0.09099895137548447,0.2559969771638522,0.007936676739355442,4000,-0.05052948380657867,0.06326345743601397,0.001961357577914845,4000
