mask_type,loss_rate,gap_ms,mode,cer,estoi,mse,pesq,plcmos,psnr,stoi,wer
single_gap,,160,masked_input,0.2561284475776255,0.9356024011794403,0.05274603007563556,2.8906096446935376,3.142166028141863,21.623067895015836,0.9346622654329261,0.34556241541989335
single_gap,,160,audio,0.24519380300123692,0.9641677062975004,0.008795514734505624,3.6996916326044884,3.243595351264561,29.603715260915745,0.9755463421333906,0.3316221277040461
