method,gap_ms,error_type,energy_bin,energy_low_db,energy_high_db,angular_mae_deg,angular_mae_rad,circular_error_mean,count,magnitude_fraction,magnitude_sum,magnitude_weighted_angular_mae_rad,magnitude_weighted_circular_error
temporal_self_cross_attention,160,unit,<-60,-inf,-60.0,89.96026208436982,1.5701027693292702,0.9994737363529113,1392623,0.021169982475621525,12770.980821517303,1.5681391128715407,0.9977630204554369
temporal_self_cross_attention,160,unit,-60_to_-40,-60.0,-40.0,89.99840473906598,1.5707684842391694,1.000102386020682,466582,0.13026090697168677,78581.05440779403,1.569420498887503,0.9991309779144613
temporal_self_cross_attention,160,unit,-40_to_-20,-40.0,-20.0,89.27150863058958,1.5580817538263223,0.991092378760494,169184,0.3679348820840852,221960.00058451295,1.5583188132218224,0.9915376073567514
temporal_self_cross_attention,160,unit,-20_to_-10,-20.0,-10.0,89.4592284264547,1.5613580823353406,0.9924738548065555,21980,0.28522476403874236,172064.38387727737,1.5646300980311871,0.9951575267881071
temporal_self_cross_attention,160,unit,-10_to_0,-10.0,inf,91.12052191978523,1.5903531236359167,1.0149692041140173,5631,0.19540946442986376,117882.50299453735,1.58990508354185,1.0144815722609324
temporal_self_cross_attention,500,frequency,<-60,-inf,-60.0,42.816747574794654,0.7472932201754637,0.37292346875621385,4179486,0.020630091143270943,41507.6255873866,0.7311122573107411,0.3593703800974614
temporal_self_cross_attention,500,frequency,-60_to_-40,-60.0,-40.0,40.3836793684597,0.7048281690493261,0.3409586450731705,1554606,0.1290330837737574,259613.8278048262,0.6897177282312635,0.3312259152410309
temporal_self_cross_attention,500,frequency,-40_to_-20,-40.0,-20.0,35.299320684100095,0.6160893696548838,0.2864569885040023,572005,0.37417670064211084,752841.3852326721,0.6105746739874344,0.2851622250548313
temporal_self_cross_attention,500,frequency,-20_to_-10,-20.0,-10.0,32.39959435650673,0.5654795978316159,0.2556611585026726,76654,0.3007122722924489,605031.3748574257,0.545930833528947,0.2415418629318107
temporal_self_cross_attention,500,frequency,-10_to_0,-10.0,inf,22.72909011011302,0.3966974584039527,0.15269968247605764,17249,0.17544785214841183,353000.07675743103,0.3790171739122382,0.14480993374812812
temporal_self_cross_attention,500,temporal,<-60,-inf,-60.0,89.85317273126903,1.5682337075238304,0.9982524587120706,4223445,0.02072486026196236,43194.72121806067,1.5658716248244675,0.9963607636438028
temporal_self_cross_attention,500,temporal,-60_to_-40,-60.0,-40.0,89.64066536277564,1.564524754258872,0.995118621405834,1642115,0.13128604863766485,273626.1764395479,1.5626092956237057,0.9935887423165957
temporal_self_cross_attention,500,temporal,-40_to_-20,-40.0,-20.0,85.94622005026076,1.5000445195206165,0.9487714158764444,593352,0.37033321989020224,771847.9154382199,1.4525888885835867,0.915040402458554
temporal_self_cross_attention,500,temporal,-20_to_-10,-20.0,-10.0,82.0294914744075,1.4316847099650287,0.8999379380724756,74535,0.28411285708716677,592147.5706579685,1.44108203134013,0.9064717605847401
temporal_self_cross_attention,500,temporal,-10_to_0,-10.0,inf,90.65091786462304,1.5821569866926193,1.0125694210175302,19025,0.19354301412300376,403382.0461549759,1.587389123593744,1.0181917021774083
