method,gap_ms,error_type,position_bin,position_low,position_high,position_definition,angular_mae_deg,angular_mae_rad,circular_error_mean,count,magnitude_sum,magnitude_weighted_angular_mae_rad,magnitude_weighted_circular_error
concat,160,temporal,6,0.6,0.7,0=first missing frame/left boundary; 1=last missing frame/right boundary,89.5202282424119,1.5624227299669042,0.9941979147840566,128500,38250.01031775196,1.5325570200676368,0.9772126616739657
concat,160,temporal,7,0.7,0.8,0=first missing frame/left boundary; 1=last missing frame/right boundary,89.34918740757229,1.559437504243593,0.9920942085969773,257000,78359.67489116189,1.5266154810603005,0.9727173635463505
concat,160,temporal,8,0.8,0.9,0=first missing frame/left boundary; 1=last missing frame/right boundary,89.2220378579624,1.5572183259604726,0.9899577609885064,128500,38847.89614991819,1.5080313313414215,0.9565547666214118
concat,160,temporal,9,0.9,1.0,0=first missing frame/left boundary; 1=last missing frame/right boundary,89.43114173491138,1.5608678770919173,0.9926597305717172,385500,114728.32791274169,1.527716692914286,0.9711525871518084
concat,160,unit,0,0.0,0.1,0=first missing frame/left boundary; 1=last missing frame/right boundary,90.26766024819953,1.5754678794026837,1.0037675615004065,257000,73411.14859028636,1.5644421217791142,0.9967179347699981
concat,160,unit,1,0.1,0.2,0=first missing frame/left boundary; 1=last missing frame/right boundary,89.82882564764249,1.567808770751289,0.9979423902540355,128500,36175.992218669766,1.5419450010841738,0.9794651274103587
concat,160,unit,2,0.2,0.3,0=first missing frame/left boundary; 1=last missing frame/right boundary,90.17396715363999,1.5738326264162374,1.002556730205215,257000,72229.6561003149,1.5753078743810114,1.0012971700867541
concat,160,unit,3,0.3,0.4,0=first missing frame/left boundary; 1=last missing frame/right boundary,90.24827257758378,1.5751295007161465,1.0034059099960884,128500,36518.02153052264,1.5963473980405818,1.0219433783443412
concat,160,unit,4,0.4,0.5,0=first missing frame/left boundary; 1=last missing frame/right boundary,89.86516448122244,1.5684430030435936,0.9986457585038379,257000,75940.37914983928,1.5624268692398593,0.9924841383629891
concat,160,unit,5,0.5,0.6,0=first missing frame/left boundary; 1=last missing frame/right boundary,89.91222603919982,1.5692643821814172,0.9989807472082891,257000,76355.63405271436,1.5569138934448616,0.9914390712338838
concat,160,unit,6,0.6,0.7,0=first missing frame/left boundary; 1=last missing frame/right boundary,89.76067111053821,1.5666192496786469,0.9965553945544164,128500,38325.91773580473,1.586859568356745,1.0109293212029502
concat,160,unit,7,0.7,0.8,0=first missing frame/left boundary; 1=last missing frame/right boundary,89.71367635188794,1.5657990364090193,0.9964565789755216,128500,39654.356716217124,1.5748424228393818,1.0030086041503878
concat,160,unit,8,0.8,0.9,0=first missing frame/left boundary; 1=last missing frame/right boundary,89.99168660985002,1.5706512307647764,1.000066282019541,257000,77695.7923020281,1.5457639530435454,0.9807992604078447
concat,160,unit,9,0.9,1.0,0=first missing frame/left boundary; 1=last missing frame/right boundary,90.23720894891547,1.5749364039686664,1.0033036951949161,257000,76952.02428924173,1.56658539915056,0.9975843266262568
concat,500,frequency,0,0.0,0.1,0=first missing frame/left boundary; 1=last missing frame/right boundary,40.877381955701836,0.7134449047223159,0.3496399254581891,640000,188393.1480800509,0.4356605227915133,0.18573393477825326
concat,500,frequency,1,0.1,0.2,0=first missing frame/left boundary; 1=last missing frame/right boundary,41.00927627407583,0.7157468948426157,0.3517008596206084,640000,193651.78599362884,0.4376382338111822,0.1883502239577871
concat,500,frequency,2,0.2,0.3,0=first missing frame/left boundary; 1=last missing frame/right boundary,41.07327069796345,0.7168638082423717,0.3519882203779183,640000,191882.70031156077,0.4385621112558735,0.188715958337865
concat,500,frequency,3,0.3,0.4,0=first missing frame/left boundary; 1=last missing frame/right boundary,41.124647324787695,0.7177604995390231,0.35256280962741005,640000,197789.52020706207,0.4437243629245943,0.1903663474629558
concat,500,frequency,4,0.4,0.5,0=first missing frame/left boundary; 1=last missing frame/right boundary,41.03928377199113,0.716270624481523,0.3528179615337402,640000,208252.70598082594,0.43803877509556494,0.18789511410633006
concat,500,frequency,5,0.5,0.6,0=first missing frame/left boundary; 1=last missing frame/right boundary,40.84050228698056,0.7128012330760849,0.3506049800063483,640000,215881.7754382948,0.42135735501826443,0.1820187754623325
concat,500,frequency,6,0.6,0.7,0=first missing frame/left boundary; 1=last missing frame/right boundary,41.049697684898376,0.7164523815497703,0.35309826638503,640000,208613.42020721757,0.4156781063573897,0.17993350763932034
concat,500,frequency,7,0.7,0.8,0=first missing frame/left boundary; 1=last missing frame/right boundary,40.99253914172582,0.715454776775766,0.352140794127807,640000,205649.509738526,0.4308254400786566,0.1859774061613111
