mask_type,loss_rate,gap_ms,mode,cer,estoi,mse,pesq,plcmos,psnr,stoi,wer
single_gap,,160,masked_input,0.33649307330541944,0.9358148839382386,0.05125719687342644,3.29038874822855,3.835391771773497,23.373018417464994,0.9326960302145175,0.548030753968254
single_gap,,160,video,0.30874305673091057,0.946553103975143,0.28261088764667514,3.627811112880707,3.940558266131083,16.18326988607653,0.9579347901848353,0.5166780753968254
