source,mask_type,loss_rate,gap_ms,output,summary,cer,estoi,mse,pesq,plcmos,psnr,stoi,wer
evaluate,gilbert,10,,masked_input,condition,0.3693020203797581,0.8931587568542534,0.09225886344909667,3.2529978413581846,3.8608325520654514,21.31682914260281,0.8871140564746255,0.5725248015873015
evaluate,gilbert,10,,fused,condition,0.3056048238431099,0.9288404032307276,0.01645013887435198,3.6412115256786346,3.987204934748014,35.53630639729943,0.9483277101099924,0.5118159722222222
evaluate,gilbert,20,,masked_input,condition,0.4533121299856663,0.7835208378439896,0.1878780633211136,2.346946727246046,3.5068251934826375,18.480148051949236,0.7731284290433074,0.6535411706349206
evaluate,gilbert,20,,fused,condition,0.3125427431124309,0.8571267620998424,0.0330324986577034,2.900791615575552,3.7840429361383117,28.85142033143257,0.8977783475559614,0.5202048611111111
evaluate,gilbert,30,,masked_input,condition,0.5603163202533388,0.6780208015935049,0.28040149450302126,1.7695823894143106,3.0921406296670435,16.34361652882515,0.667136145202063,0.7493338293650793
evaluate,gilbert,30,,fused,condition,0.32424844926646174,0.7885379997895162,0.04996898114681244,2.34832467097044,3.5860129810194175,25.255473314438277,0.8497248895452671,0.5289171626984126
evaluate,gilbert,40,,masked_input,condition,0.653888690094295,0.5693770892940507,0.3760751438140869,1.4281041750311851,2.6894980344633264,14.733639894875148,0.5571811550330251,0.8318169642857144
evaluate,gilbert,40,,fused,condition,0.3313070078623991,0.7167006498849221,0.06803183764219284,1.943864110082388,3.4062302931904798,23.071568595554602,0.8023597436523096,0.536326884920635
evaluate,gilbert,50,,masked_input,condition,0.730926230468336,0.46361122673421434,0.47072960138320924,1.2490112779438496,2.284963705376784,13.559105508350699,0.45403959188620413,0.9060059523809523
evaluate,gilbert,50,,fused,condition,0.342522769235805,0.6501409944830022,0.08557318046689033,1.6831164363920688,3.251448059481382,21.67450376543666,0.7601085024200759,0.5481617063492064
evaluate,gilbert,,,masked_input,mean_over_loss_rates,0.5535490782362789,0.6775377424640026,0.28146863329410554,2.009328482198715,3.0868520230110486,16.886667825320608,0.6677198755278451,0.7426445436507936
evaluate,gilbert,,,fused,mean_over_loss_rates,0.32324515866404135,0.7882693618976021,0.0506113273575902,2.5034616717398164,3.602987840915521,26.87785448083231,0.8516598386567212,0.5290853174603175
