mask_type,loss_rate,gap_ms,mode,cer,estoi,mse,pesq,plcmos,psnr,stoi,wer
single_gap,,500,masked_input,0.25554200036537517,0.8096826863778924,0.34312138647104784,2.8542628259497693,3.097021715977966,13.69015631288266,0.8126496288131595,0.35278748247372543
single_gap,,500,audio,0.23970147379155254,0.8511740831216162,0.04026430814541211,2.970913876858049,2.943088389350889,34.97446800409932,0.888913579853056,0.35113988429555604
