mask_type,loss_rate,gap_ms,mode,cer,estoi,mse,pesq,plcmos,psnr,stoi,wer
single_gap,,160,masked_input,0.3360298528817601,0.9358148839382386,0.05125719687342644,3.29038874822855,3.8353807599941887,23.373018417464994,0.9326960302145175,0.5466736111111111
single_gap,,160,audio,0.30717000089293267,0.9580948354110975,0.007571848203428089,3.7860293901860715,3.968011754826705,33.5710706202789,0.9671205668786885,0.5174642857142857
