mask_type,loss_rate,gap_ms,mode,cer,estoi,mse,pesq,plcmos,psnr,stoi,wer
single_gap,,160,masked_input,0.12767563448443084,0.9351940813960121,0.10605619910112428,3.2990070374282445,3.1434052518751,19.088037584447516,0.9362457881255531,0.22245958988718442
single_gap,,160,audio,0.11377876707167188,0.9658767183441164,0.00611471840872018,3.7294947618644083,3.2149202747938297,40.90595145006863,0.9755173413634812,0.20219284045712044
