method,gap_ms,condition,comparison,cer,estoi,mse,pesq,plcmos,psnr,stoi,wer
temporal_self_cross_attention,500,G_minus_B,benefit from removing only oracle frame-common rotation,-0.0010411950391467362,0.0019464919595051366,0.0,0.051709242582321124,0.06518393603960693,0.0,0.0011062691233694188,0.002047619047618965
temporal_self_cross_attention,500,C_minus_B,full GT-phase headroom with identical Mel,-0.0062807420539853775,0.037424499515685605,0.0,0.4004203569889069,0.5623272531032564,0.0,0.01675999105195891,-0.0034761904761905216
temporal_self_cross_attention,500,C_minus_G,residual phase headroom after common rotation is removed,-0.005239547014838641,0.03547800755618047,0.0,0.34871111440658575,0.49714331706364945,0.0,0.015653721928589492,-0.005523809523809486
temporal_self_cross_attention,500,G_minus_A2,rotation-corrected learned phase vs Griffin-Lim with identical Mel,0.0033923043566049804,0.003556262407047206,0.0,0.02345223236083971,-0.36648659432729147,0.0,0.006577205433772715,0.008142857142856896
temporal_self_cross_attention,1000,A2_PHASE_MODEL_MEL_GRIFFIN_LIM,,0.3690422294343126,0.7165461566866788,0.09403630286455154,2.029662893295288,3.1443940255006155,21.576030395826155,0.8229488336636435,0.5924761904761905
temporal_self_cross_attention,1000,B_PHASE_MODEL_MEL_LEARNED_PHASE,,0.3620752652449211,0.7214417469496475,0.09403630286455154,1.9998735783100128,2.721065025281906,21.576030395826155,0.8320571098284777,0.5819047619047617
temporal_self_cross_attention,1000,G_SAME_MEL_ROTATION_CORRECTED_LEARNED_PHASE,,0.3614614318638449,0.7228389080186879,0.09403630286455154,2.0199445428848266,2.621953396892548,21.576030395826155,0.8319074496042702,0.5845714285714284
temporal_self_cross_attention,1000,C_SAME_MEL_GT_PHASE,,0.3626695882818199,0.7917604467678752,0.09403630286455154,2.3705885956287385,3.2536173721313473,21.576030395826155,0.8630973335250623,0.579
temporal_self_cross_attention,1000,G_minus_B,benefit from removing only oracle frame-common rotation,-0.0006138333810762342,0.0013971610690404201,0.0,0.020070964574813832,-0.09911162838935805,0.0,-0.00014966022420748182,0.002666666666666706
temporal_self_cross_attention,1000,C_minus_B,full GT-phase headroom with identical Mel,0.0005943230368987695,0.07031869981822769,0.0,0.3707150173187257,0.5325523468494411,0.0,0.031040223696584657,-0.0029047619047617435
temporal_self_cross_attention,1000,C_minus_G,residual phase headroom after common rotation is removed,0.0012081564179750037,0.06892153874918727,0.0,0.35064405274391186,0.6316639752387991,0.0,0.03118988392079214,-0.0055714285714284495
temporal_self_cross_attention,1000,G_minus_A2,rotation-corrected learned phase vs Griffin-Lim with identical Mel,-0.007580797570467701,0.006292751332009128,0.0,-0.00971835041046143,-0.5224406286080674,0.0,0.008958615940626746,-0.007904761904762081
global_local_affinity,160,A2_PHASE_MODEL_MEL_GRIFFIN_LIM,,0.3118431180531847,0.9519562842589475,0.009154979586601258,3.6787131357192995,3.933164788564046,33.128047088066076,0.9643031080302115,0.5197142857142856
global_local_affinity,160,B_PHASE_MODEL_MEL_LEARNED_PHASE,,0.31078458331123165,0.9536045162808534,0.009154979586601258,3.719584756851196,3.757829288768769,33.128047088066076,0.9683271303193312,0.5183333333333333
global_local_affinity,160,G_SAME_MEL_ROTATION_CORRECTED_LEARNED_PHASE,,0.3113689888168816,0.955398569072532,0.009154979586601258,3.7520818920135497,3.8724026512781773,33.128047088066076,0.9694004329853831,0.5193333333333334
global_local_affinity,160,C_SAME_MEL_GT_PHASE,,0.30791173604965866,0.9661619923506571,0.009154979586601258,3.961184197425842,4.065134764798482,33.128047088066076,0.974786778336729,0.5142380952380953
global_local_affinity,160,G_minus_B,benefit from removing only oracle frame-common rotation,0.0005844055056499209,0.0017940527916785465,0.0,0.03249713516235353,0.1145733625094083,0.0,0.0010733026660519895,0.001000000000000112
global_local_affinity,160,C_minus_B,full GT-phase headroom with identical Mel,-0.002872847261572997,0.01255747606980373,0.0,0.241599440574646,0.3073054760297129,0.0,0.0064596480173978454,-0.004095238095238041
global_local_affinity,160,C_minus_G,residual phase headroom after common rotation is removed,-0.003457252767222918,0.010763423278125184,0.0,0.20910230541229247,0.19273211352030462,0.0,0.005386345351345856,-0.005095238095238153
global_local_affinity,160,G_minus_A2,rotation-corrected learned phase vs Griffin-Lim with identical Mel,-0.00047412923630313353,0.0034422848135844397,0.0,0.07336875629425021,-0.06076213728586888,0.0,0.005097324955171678,-0.00038095238095214867
global_local_affinity,500,A2_PHASE_MODEL_MEL_GRIFFIN_LIM,,0.34896989726032585,0.8593995058052758,0.040036623686552045,2.853094601869583,3.5544493325869237,26.05577077813738,0.911134853516408,0.5618690476190474
global_local_affinity,500,B_PHASE_MODEL_MEL_LEARNED_PHASE,,0.3601943548635739,0.8638874394473217,0.040036623686552045,2.8641126925945284,3.170954333257675,26.05577077813738,0.9178566271488664,0.5737738095238095
global_local_affinity,500,G_SAME_MEL_ROTATION_CORRECTED_LEARNED_PHASE,,0.35506745056188355,0.8647679837504474,0.040036623686552045,2.8961458292007447,3.2183993410746257,26.05577077813738,0.9179943108793848,0.5707261904761906
global_local_affinity,500,C_SAME_MEL_GT_PHASE,,0.34229544691695485,0.8999139070086816,0.040036623686552045,3.2456570448875426,3.695607840220134,26.05577077813738,0.9333378961769841,0.5556785714285712
global_local_affinity,500,G_minus_B,benefit from removing only oracle frame-common rotation,-0.005126904301690327,0.0008805443031256743,0.0,0.03203313660621632,0.047445007816950824,0.0,0.00013768373051836758,-0.0030476190476189657
global_local_affinity,500,C_minus_B,full GT-phase headroom with identical Mel,-0.017898907946619025,0.036026467561359854,0.0,0.3815443522930142,0.5246535069624594,0.0,0.01548126902811775,-0.018095238095238275
global_local_affinity,500,C_minus_G,residual phase headroom after common rotation is removed,-0.012772003644928698,0.03514592325823418,0.0,0.3495112156867979,0.47720849914550856,0.0,0.015343585297599382,-0.01504761904761931
global_local_affinity,500,G_minus_A2,rotation-corrected learned phase vs Griffin-Lim with identical Mel,0.006097553301557701,0.00536847794517159,0.0,0.04305122733116162,-0.3360499915122981,0.0,0.006859457362976773,0.008857142857143119
global_local_affinity,1000,A2_PHASE_MODEL_MEL_GRIFFIN_LIM,,0.38088834796069043,0.7167967670209099,0.0910744880437851,2.023926418542862,3.0200248856067655,21.721527405989928,0.8246542522583507,0.6068095238095237
global_local_affinity,1000,B_PHASE_MODEL_MEL_LEARNED_PHASE,,0.3946500254341255,0.7256729965109434,0.0910744880437851,2.0275059990882873,2.697187852398555,21.721527405989928,0.8358931175120613,0.6122857142857142
global_local_affinity,1000,G_SAME_MEL_ROTATION_CORRECTED_LEARNED_PHASE,,0.3807675743842198,0.7242623970244979,0.0910744880437851,2.035459279537201,2.564124113893509,21.721527405989928,0.8339107391428469,0.6073809523809524
global_local_affinity,1000,C_SAME_MEL_GT_PHASE,,0.3731071385595681,0.794353678684248,0.0910744880437851,2.3878390443325044,3.1385812019983925,21.721527405989928,0.8656623280058007,0.5947619047619046
global_local_affinity,1000,G_minus_B,benefit from removing only oracle frame-common rotation,-0.013882451049905653,-0.0014105994864455074,0.0,0.007953280448913524,-0.13306373850504594,0.0,-0.0019823783692144437,-0.004904761904761856
global_local_affinity,1000,C_minus_B,full GT-phase headroom with identical Mel,-0.021542886874557354,0.06868068217330459,0.0,0.36033304524421705,0.44139334959983767,0.0,0.029769210493739373,-0.017523809523809608
global_local_affinity,1000,C_minus_G,residual phase headroom after common rotation is removed,-0.007660435824651701,0.0700912816597501,0.0,0.35237976479530353,0.5744570881048836,0.0,0.03175158886295382,-0.012619047619047752
global_local_affinity,1000,G_minus_A2,rotation-corrected learned phase vs Griffin-Lim with identical Mel,-0.00012077357647061193,0.00746563000358802,0.0,0.011532860994338812,-0.4559007717132566,0.0,0.009256486884496207,0.0005714285714286671
