mask_type,loss_rate,gap_ms,mode,cer,estoi,mse,pesq,plcmos,psnr,stoi,wer
video_only,,,video,0.33637639386410895,0.29769557280328823,0.28530968713760374,1.2332353777587415,2.656596812403202,16.189000736306063,0.561661112007624,0.5360882936507936
