mask_type,loss_rate,gap_ms,mode,cer,estoi,mse,pesq,plcmos,psnr,stoi,wer
single_gap,,1000,masked_input,0.6206963549428703,0.5813681799622517,0.3481417596936226,1.6473115219175816,3.747747143133481,14.738256785333796,0.5609498292858657,0.7773665674603175
single_gap,,1000,video,0.3423749974085317,0.7068374176367143,0.28530968713760374,1.9945741898715497,3.270429236537218,16.189000736306063,0.8117198953498063,0.5505629960317461
